O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
19-3051.00,Urban and Regional Planners,225,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables, such as population density.",Core,Aug-21,3,3,4.56,100,89730,43040,['Documenting/Recording Information'],['4.A.3.b.6']
19-3051.00,Urban and Regional Planners,19777,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.,Core,Aug-21,3,3,4.28,100,89730,43040,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
19-3051.00,Urban and Regional Planners,229,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations.",Core,Aug-21,3,3,4.16,100,89730,43040,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
19-3051.00,Urban and Regional Planners,20524,Assess the feasibility of land use proposals and identify necessary changes.,Core,Aug-21,4,4,4.08,100,89730,43040,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
19-3051.00,Urban and Regional Planners,20523,Determine the effects of regulatory limitations on land use projects.,Core,Aug-21,3,3,3.92,100,89730,43040,['Analyzing Data or Information'],['4.A.2.a.4']
19-3051.00,Urban and Regional Planners,232,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.,Core,Aug-21,3,3,3.88,96,89730,43040,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
19-3051.00,Urban and Regional Planners,20525,Investigate property availability for purposes of development.,Core,Aug-21,3,3,3.32,100,89730,43040,['Getting Information'],['4.A.1.a.1']
19-3092.00,Geographers,5503,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",Core,Aug-23,4,4,4.37,95,98160,1380,['Thinking Creatively'],['4.A.2.b.2']
19-3092.00,Geographers,5511,"Study the economic, political, and cultural characteristics of a specific region's population.",Core,Aug-23,3,3,3.84,95,98160,1380,['Getting Information'],['4.A.1.a.1']
19-3092.00,Geographers,5505,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras.",Core,Aug-23,5,5,3.81,80,98160,1380,['Thinking Creatively'],['4.A.2.b.2']
19-3092.00,Geographers,5506,Locate and obtain existing geographic information databases.,Core,Aug-23,3,3,3.79,95,98160,1380,['Getting Information'],['4.A.1.a.1']
19-3093.00,Historians,3729,"Research and prepare manuscripts in support of public programming and the development of exhibits at historic sites, museums, libraries, and archives.",Core,Jul-15,3,3,3.95,83.04,78470,3140,"['Getting Information', 'Documenting/Recording Information']","['4.A.1.a.1', '4.A.3.b.6']"
19-3093.00,Historians,3722,"Conduct historical research, and publish or present findings and theories.",Core,Jul-15,4,4,3.84,98.19,78470,3140,['Getting Information'],['4.A.1.a.1']
19-3094.00,Political Scientists,5519,Maintain current knowledge of government policy decisions.,Core,Aug-22,5,5,4.46,100,137600,5950,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
19-3094.00,Political Scientists,5518,"Develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",Core,Aug-22,3,3,4.46,100,137600,5950,['Thinking Creatively'],['4.A.2.b.2']
19-3094.00,Political Scientists,5520,"Collect, analyze, and interpret data, such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",Core,Aug-22,3,3,4.04,100,137600,5950,['Analyzing Data or Information'],['4.A.2.a.4']
19-3099.01,Transportation Planners,16943,Prepare reports or recommendations on transportation planning.,Core,Aug-23,3,3,4.22,100,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-3099.01,Transportation Planners,16952,"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections.",Core,Aug-23,3,3,4.15,100,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
19-3099.01,Transportation Planners,20976,"Interpret data from traffic modeling software, geographic information systems, or associated databases.",Core,Aug-23,4,4,4.05,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-3099.01,Transportation Planners,20979,Prepare necessary documents to obtain planned project approvals or permits.,Core,Aug-23,3,3,3.78,90,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4012.01,Precision Agriculture Technicians,18295,Document and maintain records of precision agriculture information.,Core,Aug-23,6,6,4.26,100,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4012.01,Precision Agriculture Technicians,18289,"Create, layer, and analyze maps showing precision agricultural data, such as crop yields, soil characteristics, input applications, terrain, drainage patterns, or field management history.",Core,Aug-23,4,4,4.05,100,,,['Thinking Creatively'],['4.A.2.b.2']
19-4012.01,Precision Agriculture Technicians,20875,"Analyze geospatial data to determine agricultural implications of factors such as soil quality, terrain, field productivity, fertilizers, or weather conditions.",Core,Aug-23,3,3,4.04,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4012.01,Precision Agriculture Technicians,18282,"Identify spatial coordinates, using remote sensing and Global Positioning System (GPS) data.",Core,Aug-23,3,3,4,100,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4012.01,Precision Agriculture Technicians,18296,"Draw or read maps, such as soil, contour, or plat maps.",Core,Aug-23,5,5,3.74,100,,,['Thinking Creatively'],['4.A.2.b.2']
19-4012.01,Precision Agriculture Technicians,18278,"Program farm equipment, such as variable-rate planting equipment or pesticide sprayers, based on input from crop scouting and analysis of field condition variability.",Core,Aug-23,3,3,3.62,91.3,,,['Handling and Moving Objects'],['4.A.3.a.2']
19-4012.01,Precision Agriculture Technicians,18293,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history.",Core,Aug-23,3,3,3.27,95.65,,,['Getting Information'],['4.A.1.a.1']
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1549,"Record test data and prepare reports, summaries, or charts that interpret test results.",Core,Aug-23,3,3,4,100,56770,39390,['Documenting/Recording Information'],['4.A.3.b.6']
19-4042.00,"Environmental Science and Protection Technicians, Including Health",1552,"Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",Core,Aug-23,5,5,3.65,90.91,56770,39390,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
19-4051.00,Nuclear Technicians,22315,"Monitor instruments, gauges, or recording devices under direction of nuclear experimenters.",Supplemental,Nov-20,7,7,4.58,63.74,100730,5990,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
19-4051.00,Nuclear Technicians,22319,"Calculate equipment operating factors, such as radiation times, dosages, temperatures, gamma intensities, or pressures, using standard formulas and conversion tables.",Supplemental,Nov-20,4,4,4.01,48.44,100730,5990,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
19-4051.00,Nuclear Technicians,22321,"Communicate with accelerator maintenance personnel to ensure readiness of support systems, such as vacuum, water cooling, or radio frequency power sources.",Supplemental,Nov-20,5,5,3.93,39.95,100730,5990,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
19-4051.02,Nuclear Monitoring Technicians,7597,Calculate safe radiation exposure times for personnel using plant contamination readings and prescribed safe levels of radiation.,Core,Jul-14,5,5,4.55,88.01,,,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
19-4051.02,Nuclear Monitoring Technicians,7600,Inform supervisors when individual exposures or area radiation levels approach maximum permissible limits.,Core,Jul-14,5,5,4.52,94.5,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
19-4051.02,Nuclear Monitoring Technicians,7612,"Prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes.",Core,Jul-14,5,5,3.98,87.34,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4051.02,Nuclear Monitoring Technicians,7610,Enter data into computers to record characteristics of nuclear events or to locate coordinates of particles.,Supplemental,Jul-14,5,5,4.13,61.54,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4061.00,Social Science Research Assistants,12963,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,Core,Aug-19,3,3,4.46,70.84,63560,32940,['Thinking Creatively'],['4.A.2.b.2']
19-4061.00,Social Science Research Assistants,12955,"Perform descriptive and multivariate statistical analyses of data, using computer software.",Core,Aug-19,4,4,4.1,68.27,63560,32940,['Getting Information'],['4.A.1.a.1']
19-4061.00,Social Science Research Assistants,12956,"Verify the accuracy and validity of data entered in databases, correcting any errors.",Core,Aug-19,3,3,4.04,95.64,63560,32940,[],[]
19-4061.00,Social Science Research Assistants,12952,"Prepare, manipulate, and manage extensive databases.",Core,Aug-19,5,5,3.91,70.2,63560,32940,['Thinking Creatively'],['4.A.2.b.2']
19-4061.00,Social Science Research Assistants,12962,Perform data entry and other clerical work as required for project completion.,Core,Aug-19,5,5,3.87,90.36,63560,32940,['Documenting/Recording Information'],['4.A.3.b.6']
19-4061.00,Social Science Research Assistants,12960,Conduct internet-based and library research.,Core,Aug-19,5,5,3.8,78.95,63560,32940,['Getting Information'],['4.A.1.a.1']
19-4061.00,Social Science Research Assistants,12968,Recruit and schedule research participants.,Supplemental,Aug-19,5,5,4.21,58.1,63560,32940,[],[]
19-4061.00,Social Science Research Assistants,12958,Edit and submit protocols and other required research documentation.,Supplemental,Aug-19,3,3,3.88,58.07,63560,32940,['Documenting/Recording Information'],['4.A.3.b.6']
19-4061.00,Social Science Research Assistants,12964,Code data in preparation for computer entry.,Supplemental,Aug-19,4,4,3.87,56.22,63560,32940,[],[]
19-4061.00,Social Science Research Assistants,12972,Track laboratory supplies and expenses such as participant reimbursement.,Supplemental,Aug-19,3,3,3.84,50.44,63560,32940,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
19-4092.00,Forensic Science Technicians,18478,"Keep records and prepare reports detailing findings, investigative methods, and laboratory techniques.",Core,Aug-23,5,5,4.75,93.32,75260,19450,['Documenting/Recording Information'],['4.A.3.b.6']
19-4092.00,Forensic Science Technicians,20400,Review forensic analysts' reports for technical merit.,Supplemental,Aug-23,5,5,4,54.09,75260,19450,[],[]
19-4092.00,Forensic Science Technicians,1573,"Interpret laboratory findings or test results to identify and classify substances, materials, or other evidence collected at crime scenes.",Supplemental,Aug-23,4,4,3.99,65.81,75260,19450,['Analyzing Data or Information'],['4.A.2.a.4']
19-4099.01,Quality Control Analysts,16974,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",Core,Aug-20,5,5,4.35,94.5,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4099.01,Quality Control Analysts,16977,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",Core,Aug-20,5,5,4.18,95.99,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4099.01,Quality Control Analysts,16979,Compile laboratory test data and perform appropriate analyses.,Core,Aug-20,5,5,4.16,91.35,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4099.01,Quality Control Analysts,16964,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",Core,Aug-20,5,5,4.1,69.14,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4099.01,Quality Control Analysts,16973,Investigate or report questionable test results.,Core,Aug-20,5,5,4.09,98.27,,,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
19-4099.01,Quality Control Analysts,16972,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",Core,Aug-20,5,5,4.01,92.96,,,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
19-4099.01,Quality Control Analysts,16966,Supply quality control data necessary for regulatory submissions.,Core,Aug-20,5,5,3.76,82.98,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4099.01,Quality Control Analysts,16976,Evaluate analytical methods and procedures to determine how they might be improved.,Core,Aug-20,3,3,3.4,79.32,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
19-4099.01,Quality Control Analysts,16968,Review data from contract laboratories to ensure accuracy and regulatory compliance.,Supplemental,Aug-20,3,3,3.54,66.38,,,['Processing Information'],['4.A.2.a.2']
19-4099.03,Remote Sensing Technicians,16986,Verify integrity and accuracy of data contained in remote sensing image analysis systems.,Core,Jul-12,5,5,4.2,88.05,,,[],[]
19-4099.03,Remote Sensing Technicians,16991,Integrate remotely sensed data with other geospatial data.,Core,Jul-12,5,5,4.06,98.99,,,[],[]
19-4099.03,Remote Sensing Technicians,16997,"Adjust remotely sensed images for optimum presentation by using software to select image displays, define image set categories, or choose processing routines.",Core,Jul-12,5,5,3.95,92.52,,,['Thinking Creatively'],['4.A.2.b.2']
19-4099.03,Remote Sensing Technicians,16998,"Manipulate raw data to enhance interpretation, either on the ground or during remote sensing flights.",Core,Jul-12,7,7,3.89,82.29,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4099.03,Remote Sensing Technicians,16990,"Merge scanned images or build photo mosaics of large areas, using image processing software.",Core,Jul-12,3,3,3.88,80.62,,,['Thinking Creatively'],['4.A.2.b.2']
19-4099.03,Remote Sensing Technicians,16987,"Prepare documentation or presentations, including charts, photos, or graphs.",Core,Jul-12,3,3,3.08,67.66,,,['Documenting/Recording Information'],['4.A.3.b.6']
19-4099.03,Remote Sensing Technicians,16994,Correct raw data for errors due to factors such as skew or atmospheric variation.,Supplemental,Jul-12,5,5,4.07,63.91,,,['Analyzing Data or Information'],['4.A.2.a.4']
19-4099.03,Remote Sensing Technicians,16993,Develop or maintain geospatial information databases.,Supplemental,Jul-12,3,3,3.82,65.57,,,['Thinking Creatively'],['4.A.2.b.2']
19-4099.03,Remote Sensing Technicians,16992,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions.",Supplemental,Jul-12,3,3,3.43,64.91,,,[],[]
23-1011.00,Lawyers,3775,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",Core,Aug-24,5,5,4.41,96.57,182760,747750,['Analyzing Data or Information'],['4.A.2.a.4']
23-1011.00,Lawyers,3780,Examine legal data to determine advisability of defending or prosecuting lawsuit.,Core,Aug-24,5,5,4.21,87.41,182760,747750,"['Getting Information', 'Analyzing Data or Information']","['4.A.1.a.1', '4.A.2.a.4']"
23-1011.00,Lawyers,20877,"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts.",Core,Aug-24,5,5,4.18,87.15,182760,747750,['Documenting/Recording Information'],['4.A.3.b.6']
23-1011.00,Lawyers,3783,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",Core,Aug-24,5,5,4.04,87.18,182760,747750,"['Getting Information', 'Analyzing Data or Information']","['4.A.1.a.1', '4.A.2.a.4']"
23-1012.00,Judicial Law Clerks,19050,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations.",Core,Aug-21,5,5,4.85,95.52,69850,13220,['Documenting/Recording Information'],['4.A.3.b.6']
23-1012.00,Judicial Law Clerks,19051,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases before the court.",Core,Aug-21,7,7,4.84,94.69,69850,13220,['Getting Information'],['4.A.1.a.1']
23-1012.00,Judicial Law Clerks,19047,"Draft or proofread judicial opinions, decisions, or citations.",Core,Aug-21,5,5,4.81,90.31,69850,13220,['Documenting/Recording Information'],['4.A.3.b.6']
23-1012.00,Judicial Law Clerks,19052,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involved or basis for relief.",Core,Aug-21,5,5,4.64,98.73,69850,13220,"['Getting Information', 'Analyzing Data or Information']","['4.A.1.a.1', '4.A.2.a.4']"
23-1012.00,Judicial Law Clerks,19053,Review dockets of pending litigation to ensure adequate progress.,Core,Aug-21,3,3,3.51,85.61,69850,13220,[],[]
23-1012.00,Judicial Law Clerks,19057,"Enter information into computerized court calendar, filing, or case management systems.",Supplemental,Aug-21,4,4,3.62,46.48,69850,13220,[],[]
23-1012.00,Judicial Law Clerks,19054,"Verify that all files, complaints, or other papers are available and in the proper order.",Supplemental,Aug-21,3,3,3.52,45.87,69850,13220,['Documenting/Recording Information'],['4.A.3.b.6']
23-1012.00,Judicial Law Clerks,19056,Coordinate judges' meeting and appointment schedules.,Supplemental,Aug-21,3,3,3.14,62.33,69850,13220,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
23-1012.00,Judicial Law Clerks,19060,"Prepare periodic reports on court proceedings, as required.",Supplemental,Aug-21,3,3,2.74,69.24,69850,13220,['Documenting/Recording Information'],['4.A.3.b.6']
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",7617,Prepare written opinions and decisions.,Core,Aug-20,5,5,4.65,96.85,122620,16230,['Documenting/Recording Information'],['4.A.3.b.6']
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",7624,Authorize payment of valid claims and determine method of payment.,Core,Aug-20,7,7,4.59,67.16,122620,16230,['Making Decisions and Solving Problems'],['4.A.2.b.1']
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",7619,"Research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",Core,Aug-20,6,6,4.52,93.68,122620,16230,"['Getting Information', 'Analyzing Data or Information']","['4.A.1.a.1', '4.A.2.a.4']"
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",7618,"Review and evaluate data on documents, such as claim applications, birth or death certificates, or physician or employer records.",Core,Aug-20,5,5,4.37,98.63,122620,16230,['Getting Information'],['4.A.1.a.1']
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",21181,Schedule hearings.,Supplemental,Aug-20,6,6,4.12,56.23,122620,16230,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
23-2011.00,Paralegals and Legal Assistants,18491,"Prepare affidavits or other documents, such as legal correspondence, and organize and maintain documents in paper or electronic filing system.",Core,Aug-24,5,5,4.38,95.74,66510,367220,['Documenting/Recording Information'],['4.A.3.b.6']
23-2011.00,Paralegals and Legal Assistants,21062,"Investigate facts and law of cases and search pertinent sources, such as public records and internet sources, to determine causes of action and to prepare cases.",Core,Aug-24,4,4,4.06,71.63,66510,367220,['Getting Information'],['4.A.1.a.1']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9231,"Examine documentation such as mortgages, liens, judgments, easements, plat books, maps, contracts, and agreements to verify factors such as properties' legal descriptions, ownership, or restrictions.",Core,Jul-17,7,7,4.75,100,59600,48170,['Getting Information'],['4.A.1.a.1']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9234,"Examine individual titles to determine if restrictions, such as delinquent taxes, will affect titles and limit property use.",Core,Jul-17,7,7,4.59,81.22,59600,48170,['Getting Information'],['4.A.1.a.1']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9235,Prepare reports describing any title encumbrances encountered during searching activities and outlining actions needed to clear titles.,Core,Jul-17,7,7,4.56,85.49,59600,48170,['Documenting/Recording Information'],['4.A.3.b.6']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9233,"Copy or summarize recorded documents, such as mortgages, trust deeds, and contracts, that affect property titles.",Core,Jul-17,7,7,4.51,95.66,59600,48170,['Documenting/Recording Information'],['4.A.3.b.6']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9236,"Verify accuracy and completeness of land-related documents accepted for registration, preparing rejection notices when documents are not acceptable.",Core,Jul-17,5,5,4.46,68.4,59600,48170,"['Getting Information', 'Documenting/Recording Information']","['4.A.1.a.1', '4.A.3.b.6']"
23-2093.00,"Title Examiners, Abstractors, and Searchers",9230,Prepare lists of all legal instruments applying to a specific piece of land and the buildings on it.,Core,Jul-17,7,7,4.4,88.05,59600,48170,['Documenting/Recording Information'],['4.A.3.b.6']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9232,Read search requests to ascertain types of title evidence required and to obtain descriptions of properties and names of involved parties.,Core,Jul-17,5,5,4.21,96.34,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9240,"Obtain maps or drawings delineating properties from company title plants, county surveyors, or assessors' offices.",Core,Jul-17,7,7,4.2,87.3,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9238,Enter into record-keeping systems appropriate data needed to create new title records or to update existing ones.,Core,Jul-17,5,5,4.02,73.41,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9243,Retrieve and examine real estate closing files for accuracy and to ensure that information included is recorded and executed according to regulations.,Core,Jul-17,5,5,3.99,71.31,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9241,"Prepare and issue title commitments and title insurance policies, based on information compiled from title searches.",Supplemental,Jul-17,7,7,4.33,64.9,59600,48170,['Documenting/Recording Information'],['4.A.3.b.6']
23-2093.00,"Title Examiners, Abstractors, and Searchers",9245,"Determine whether land-related documents can be registered under the relevant legislation, such as the Land Titles Act.",Supplemental,Jul-17,4,4,3.56,46.81,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9246,Assess fees related to registration of property-related documents.,Supplemental,Jul-17,4,4,3.43,57.66,59600,48170,[],[]
23-2093.00,"Title Examiners, Abstractors, and Searchers",9242,"Summarize pertinent legal or insurance details, or sections of statutes or case law from reference books for use in examinations or as proofs or ready reference.",Supplemental,Jul-17,3,3,3.37,61.31,59600,48170,[],[]
25-1011.00,"Business Teachers, Postsecondary",5663,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.59,100,113840,81780,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1011.00,"Business Teachers, Postsecondary",5666,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,4,4,4.4,99.91,113840,81780,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1011.00,"Business Teachers, Postsecondary",5664,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,3,3,4.35,100,113840,81780,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1011.00,"Business Teachers, Postsecondary",5669,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,4.16,92.77,113840,81780,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1011.00,"Business Teachers, Postsecondary",5673,Collaborate with colleagues to address teaching and research issues.,Core,Aug-19,3,3,4.05,86.01,113840,81780,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
25-1011.00,"Business Teachers, Postsecondary",5671,Advise students on academic and vocational curricula and career issues.,Core,Aug-19,3,3,4.01,90.5,113840,81780,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1011.00,"Business Teachers, Postsecondary",20058,Develop and maintain course Web sites.,Core,Aug-19,4,4,3.98,67.54,113840,81780,['Documenting/Recording Information'],['4.A.3.b.6']
25-1021.00,"Computer Science Teachers, Postsecondary",5688,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.59,97.9,105830,36240,['Documenting/Recording Information'],['4.A.3.b.6']
25-1021.00,"Computer Science Teachers, Postsecondary",5689,"Compile, administer, and grade examinations or assign this work to others.",Core,Aug-19,4,4,4.58,95.2,105830,36240,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1021.00,"Computer Science Teachers, Postsecondary",5685,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,Aug-19,5,5,4.39,100,105830,36240,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1021.00,"Computer Science Teachers, Postsecondary",5686,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,5,5,4.21,98.17,105830,36240,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1021.00,"Computer Science Teachers, Postsecondary",5694,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,4.07,91.18,105830,36240,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1021.00,"Computer Science Teachers, Postsecondary",21109,Develop and maintain Web sites for online courses.,Core,Aug-19,4,4,3.93,68.69,105830,36240,"['Thinking Creatively', 'Repairing and Maintaining Mechanical Equipment']","['4.A.2.b.2', '4.A.3.b.4']"
25-1022.00,"Mathematical Science Teachers, Postsecondary",5710,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,4,4,4.57,96.51,92880,48820,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1022.00,"Mathematical Science Teachers, Postsecondary",5709,"Evaluate and grade students' class work, assignments, and papers.",Core,Aug-19,4,4,4.47,98.21,92880,48820,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1022.00,"Mathematical Science Teachers, Postsecondary",5713,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,5,5,4.39,99.88,92880,48820,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1022.00,"Mathematical Science Teachers, Postsecondary",5712,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.37,99.88,92880,48820,['Documenting/Recording Information'],['4.A.3.b.6']
25-1022.00,"Mathematical Science Teachers, Postsecondary",5715,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,Aug-19,4,4,4.26,96.51,92880,48820,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
25-1022.00,"Mathematical Science Teachers, Postsecondary",5714,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,5,5,4.24,96.29,92880,48820,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1031.00,"Architecture Teachers, Postsecondary",5735,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,Aug-19,3,3,4.48,97.69,110360,9120,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
25-1031.00,"Architecture Teachers, Postsecondary",5733,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.44,100,110360,9120,['Documenting/Recording Information'],['4.A.3.b.6']
25-1031.00,"Architecture Teachers, Postsecondary",5737,"Maintain student attendance records, grades, and other required records.",Core,Aug-19,5,5,4.36,100,110360,9120,"['Documenting/Recording Information', 'Providing Consultation and Advice to Others']","['4.A.3.b.6', '4.A.4.b.6']"
25-1031.00,"Architecture Teachers, Postsecondary",5739,"Compile, administer, and grade examinations, or assign this work to others.",Core,Aug-19,4,4,4.18,100,110360,9120,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
25-1031.00,"Architecture Teachers, Postsecondary",5740,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,4,4,4.01,76.67,110360,9120,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1031.00,"Architecture Teachers, Postsecondary",5738,Maintain regularly scheduled office hours to advise and assist students.,Core,Aug-19,4,4,3.82,94.03,110360,9120,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
25-1032.00,"Engineering Teachers, Postsecondary",5757,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Core,Aug-19,6,6,4.49,88.32,119340,39910,"['Updating and Using Relevant Knowledge', 'Documenting/Recording Information']","['4.A.2.b.3', '4.A.3.b.6']"
25-1032.00,"Engineering Teachers, Postsecondary",5758,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,Aug-19,4,4,4.38,95.22,119340,39910,['Documenting/Recording Information'],['4.A.3.b.6']
