User ID,Occupation (O*NET-SOC Title),Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
b3a862fb-0eda-4cbe-885e-0a881a5b1882,Statisticians,Male,White,86K-165K,18,Master’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Weekly,Weekly,Daily,Daily,Daily,Weekly,Daily,Prolific
a1ba612d-f7a2-410f-9c02-7291d4079eb4,Software Quality Assurance Analysts and Testers,Male,Black,86K-165K,22,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Daily,Weekly,Daily,Daily,Monthly,Prolific
e78f7c5a-c929-4757-aca3-918163a10c6c,Health Informatics Specialists,Male,White,30-60K,26,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Daily,Never,Monthly,Weekly,Never,Never,Never,Prolific
1b5a339a-f2aa-46cf-8f24-cd81494172b7,Web Developers,Male,Other,0-30K,22,Bachelor’s Degree,Less than 1 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Monthly,Never,WoM
e53e3180-32f4-44e3-90d8-a3beecfb3d2f,Biostatisticians,Male,Asian American and Pacific Islander,60-86K,24,Bachelor’s Degree,1-2 year,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
ddc4f45b-bbfa-435a-81b2-31195a0998a9,Information Technology Project Managers,Male,White,Prefer not to say,33,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
ecfc0a97-4911-4040-aebf-ec835b7b6509,Computer Programmers,Male,Other,0-30K,18,Bachelor’s Degree,1-2 year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,WoM
efd858fd-0844-4acc-9f4f-a4fbb86e6b89,Web Developers,Male,Other,0-30K,27,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Monthly,Monthly,Monthly,Daily,Never,Weekly,WoM
a5186a7b-92b9-45a8-a29d-f6b9eeae2944,Computer Programmers,Male,Other,0-30K,18,High School,Less than 1 year,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Monthly,Daily,WoM
3892b81a-1264-4878-8ce0-00554becf739,Computer Programmers,Male,Other,30-60K,27,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Monthly,Daily,Monthly,Never,Weekly,Never,Never,WoM
788a168b-6694-46f6-8493-e757b2f715b3,Computer Programmers,Male,Asian American and Pacific Islander,165K-209K,34,Master’s Degree,6-10 years,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
6f1acb0c-173a-41c2-9653-ae3cf89f2941,Business Intelligence Analysts,Male,White,86K-165K,27,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Monthly,Never,Never,Never,Never,Monthly,WoM
f3b8e49d-1add-4f1b-998f-d3d2c8c9eabc,Computer Programmers,Male,Asian American and Pacific Islander,Prefer not to say,35,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
d9c92a19-5435-4346-9ecf-bedaea297fa3,Clinical Data Managers,Male,Asian American and Pacific Islander,60-86K,18,"Doctorate (e.g., PhD)",1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
ffa4f271-aa06-451b-ab12-c0aaec06de87,Statisticians,Male,Other,30-60K,24,"Doctorate (e.g., PhD)",3-5 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,WoM
dcdc99e1-d187-4ff4-b100-f05a0a8701fa,Computer Programmers,Male,Asian American and Pacific Islander,30-60K,23,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Daily,WoM
c46df0fa-0f38-4c42-9dd7-1dbdc5c4b952,Information Technology Project Managers,Male,White,529K+,40,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
a92ce460-fa2b-4b24-b479-2111ce170f7b,Computer Programmers,Female,Asian American and Pacific Islander,Prefer not to say,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Monthly,Monthly,Daily,Daily,Weekly,Daily,Never,Daily,WoM
9f1cb4ed-9b72-4880-a369-cd6f44f322b5,Information Technology Project Managers,Male,White,30-60K,54,"Some College, No Degree",More than 10 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Never,Never,Monthly,WoM
2244eb36-1d7e-459e-adc2-b4cbf32b95d3,Web Developers,Female,White,0-30K,37,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Never,Daily,Daily,Daily,Weekly,Weekly,Daily,Never,Daily,Prolific
6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,Information Technology Project Managers,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
bfaf3ad2-fb9e-44b1-93e1-3470947b184e,Database Administrators,Male,White,0-30K,21,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
d5123117-d2d4-4d5d-93eb-d702b0fd964e,Web Administrators,Male,White,86K-165K,27,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Prefer not to answer,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
b4757efb-b03c-4b21-bbe5-85b5708de3ac,Computer and Information Research Scientists,Male,White,86K-165K,27,Master’s Degree,1-2 year,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Never,Weekly,Monthly,Never,Never,Never,Weekly,Never,Never,WoM
fcc8865c-0234-4ec1-8d61-71dffb2d58d8,Video Game Designers,Female,White,30-60K,21,"Some College, No Degree",1-2 year,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Republican,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
72597cb1-a901-4fda-b382-1d3fbc4b8048,Computer Systems Analysts,Female,White,86K-165K,29,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
2e735121-8860-4534-b5c4-75984b2c34bf,Business Intelligence Analysts,Male,Asian American and Pacific Islander,86K-165K,18,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Never,Daily,Never,Never,Daily,Never,Daily,WoM
06f68046-40a1-41d2-92db-ac3a1e5da413,Computer and Information Research Scientists,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,25,Prefer not to say,Less than 1 year,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,WoM
8bf01180-ec33-420b-9595-870071c3f542,Statisticians,Male,Other,Prefer not to say,25,Master’s Degree,3-5 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Never,Never,Never,Weekly,Weekly,Weekly,Never,Never,WoM
b987957c-5332-4377-9072-5737e14a07eb,Computer and Information Research Scientists,Female,Asian American and Pacific Islander,529K+,18,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Weekly,Weekly,WoM
892bca6d-676e-4eb3-88f5-0389e4364edc,Software Quality Assurance Analysts and Testers,Male,Asian American and Pacific Islander,60-86K,40,Associate Degree,1-2 year,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Monthly,Never,Monthly,Never,Never,Never,Never,Prolific
bc365350-33bd-44d0-a03f-88a0712802b9,Computer Systems Analysts,Male,White,86K-165K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Monthly,Daily,Daily,Prolific
664bc354-1b66-4518-a897-3a5f2d16a58f,Computer Programmers,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
744ef967-02fc-4500-a30a-aa152851bd14,Clinical Data Managers,Female,White,86K-165K,37,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Weekly,Daily,Weekly,Daily,Never,Never,Daily,Prolific
15a17f08-fdcc-4b7e-a4d0-823509d8339a,Clinical Data Managers,Female,Black,30-60K,18,Associate Degree,Less than 1 year,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
e3d5d59f-aa03-4d02-ba8d-6f10c8f8846e,Mathematicians,Male,White,30-60K,25,Master’s Degree,6-10 years,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
24be0d32-aa1a-442d-8e46-c502eddb5a31,Health Informatics Specialists,Male,Black,0-30K,24,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
2631f77a-b54f-4d19-90e3-069f0a8be26e,Web Administrators,Prefer not to say,Asian American and Pacific Islander,30-60K,39,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Monthly,Daily,WoM
58f3bece-bd91-46bc-bea7-031e160b0898,Video Game Designers,Male,White,60-86K,27,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Monthly,Weekly,Daily,Monthly,Monthly,Weekly,Weekly,Weekly,Daily,Upwork
2a716add-6dcc-4ce5-bc45-6b1368759273,Web Administrators,Male,White,0-30K,33,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Weekly,Never,Monthly,Never,Never,Upwork
3b7105a2-94c9-4212-8f92-bd41bfc681d6,Computer and Information Research Scientists,Male,Other,0-30K,18,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Monthly,Monthly,Never,Never,WoM
c04740ec-484d-47aa-9132-d8754f64db56,Web Administrators,Prefer not to say,White,Prefer not to say,45,High School,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Monthly,Never,Weekly,Never,Weekly,Upwork
65684c6f-4a00-45bb-8f75-884c8c2a36b9,Mathematicians,Male,Asian American and Pacific Islander,86K-165K,25,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,No political affliation,I have some experience using them.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,WoM
0a65df8f-fe63-4ff6-927a-be75cac913a8,Computer Programmers,Male,Hispanic,30-60K,41,Associate Degree,1-2 year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,I have some experience using them.,"No, I've never heard of them.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
d971c29b-6386-429e-a6e6-5aaa80681983,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,0-30K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork
0894bf65-3366-404f-9b61-5124ba46c9f0,Mathematicians,Female,Asian American and Pacific Islander,30-60K,23,Bachelor’s Degree,1-2 year,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Never,Never,Weekly,Never,Never,Monthly,Never,Never,WoM
e777d1f1-2e65-49c1-b045-886dfd1f10a2,Information Technology Project Managers,Male,White,60-86K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Never,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
6e346c46-6cd9-44da-a84a-9ce71870dcb2,Web Developers,Female,Other,0-30K,26,Master’s Degree,1-2 year,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Never,Daily,Daily,Daily,WoM
e296380b-46bf-457f-98a7-bebb1caa5b8c,Video Game Designers,Male,Hispanic,0-30K,37,"Some College, No Degree",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Weekly,Never,Monthly,Monthly,Weekly,Upwork
8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,Computer Network Support Specialists,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
3dcfa73c-6097-4ff6-b551-8acdcd56f011,Network and Computer Systems Administrators,Male,White,86K-165K,53,"Some College, No Degree",More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Upwork
d43eb3ea-e340-4de1-b779-e3b7273fa3ad,Business Intelligence Analysts,Male,White,209K-529K,49,Master’s Degree,More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Never,Weekly,Weekly,Never,Monthly,Monthly,Monthly,Upwork
9af66c73-7365-471f-9822-a424d0d47f09,Web Developers,Male,Asian American and Pacific Islander,0-30K,20,"Some College, No Degree",1-2 year,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Weekly,Never,Daily,Never,Weekly,WoM
971757a8-105a-428b-a055-930ed46ffec4,Computer and Information Research Scientists,Male,Asian American and Pacific Islander,30-60K,22,Master’s Degree,3-5 years,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Other,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Monthly,Never,Never,Daily,Monthly,Daily,WoM
3769f089-d4f2-4f34-be77-4f4c0d31fd8e,Computer Programmers,Male,Asian American and Pacific Islander,209K-529K,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Weekly,Daily,Never,Daily,Never,Daily,WoM
c5dd7c9b-d855-4d5b-97f5-fcdedc66af11,Computer and Information Research Scientists,Male,White,86K-165K,25,Bachelor’s Degree,3-5 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,Upwork
b16d9ccf-ae38-4f60-8c70-ae3aa460186d,Computer Programmers,Male,Black,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Never,Daily,Never,Daily,Weekly,Weekly,Prolific
065a8805-7321-40af-b3b7-0b0208878317,Computer Programmers,Female,White,0-30K,18,Bachelor’s Degree,3-5 years,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Prolific
1287fa62-3ac3-44e0-aca6-4f646ad1fca3,Information Technology Project Managers,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Không sử dụng,Prolific
2388d0e1-ed78-4011-9ad6-39e33cd7ef6b,Computer Programmers,Male,White,86K-165K,59,Associate Degree,More than 10 years,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Prolific
b900f278-510f-46ab-84f6-f35021e7c34c,Information Technology Project Managers,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Never,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
85b73e0b-c51c-481c-a2ad-14150f9a00a6,Computer User Support Specialists,Female,White,30-60K,54,"Some College, No Degree",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Never,Weekly,Never,Never,Never,Never,Daily,Prolific
35467683-36dd-4098-91a0-5be110b7641f,Computer Systems Engineers/Architects,Male,Asian American and Pacific Islander,529K+,48,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Daily,Weekly,Never,Monthly,Never,Weekly,WoM
d304f8f6-c275-4e4c-9d44-f90b4bcee7db,Computer Systems Engineers/Architects,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
c2da33d2-365f-4128-806a-9aa5f12903a7,Computer Programmers,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Monthly,Daily,Weekly,Daily,Monthly,Weekly,Prolific
0ce52014-4225-4a85-bafe-7226db6d92a0,Computer Programmers,Other,Other,0-30K,18,Prefer not to say,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Upwork
47e2200f-f97b-4f57-9117-65eda227748f,Computer Systems Engineers/Architects,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Monthly,Never,WoM
4bbdbefa-7d7f-47a0-89c1-ac7fd285f740,Information Technology Project Managers,Male,Asian American and Pacific Islander,86K-165K,36,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,No political affliation,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Monthly,Monthly,Monthly,WoM
509c00f8-53d8-4f2d-b964-16987b734d61,Web Developers,Male,White,60-86K,28,Bachelor’s Degree,6-10 years,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Prolific
a93d794c-b54a-40e5-8419-588b10b0d299,Web Developers,Male,White,60-86K,28,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM
b255b3e2-3e1e-4a24-9a69-c519a41d0a80,Database Administrators,Male,Other,Prefer not to say,18,Master’s Degree,6-10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Prefer not to answer,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,WoM
a5fb0a6b-0946-4ff3-b7c3-a73d939b6dda,Web Developers,Male,Asian American and Pacific Islander,60-86K,34,Master’s Degree,3-5 years,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,No political affliation,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Never,Never,Upwork
1c5110bc-9386-4356-b63b-670af5f3e242,Computer Programmers,Male,Black,30-60K,30,Master’s Degree,6-10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Never,Daily,Monthly,Daily,Weekly,Daily,Daily,Daily,Prolific
d992cfb8-5df6-4622-af68-bc14563cc282,Biostatisticians,Male,White,86K-165K,24,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,WoM
906877fe-5280-44fb-82d0-106f75562a7b,Statisticians,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,23,Bachelor’s Degree,1-2 year,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Monthly,Weekly,Weekly,WoM
2ad5b4b0-a933-4199-b9fe-f30a73021fbd,Information Security Analysts,Prefer not to say,Other,Prefer not to say,36,Prefer not to say,1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Never,Never,WoM
